name,color,star,class,speed,power,attack,defense,health,skill,effects,passives,types,source,family_bonus,family,image,costume_id,dot_string,total_dot_damage,n_turns,dot_damage_per_turn,max_special_percent,min_special_percent,max_special_stat_percent,min_special_stat_percent,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #CB1,Passive #CB2,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power
Oniwakamaru,blue,5,Monk,Charge,866,739,891,1666,Standing Fortress,"['Special Skill has a different effect when charged with 100%/200%/300% mana:', 'x1 Mana Charge:', ' - Boosts health of caster by 390. Boosted health can exceed max HP.', ' - The caster gets Taunt that prevents enemies from using Special Skill on the caster’s allies for 2 turns. This effect can’t be dispelled.', ' - The caster counterattacks with 50% of the damage received for 2 turns.', 'x2 Mana Charge:', ' - Boosts health of caster by 490. Boosted health can exceed max HP.', ' - The caster gets Taunt that prevents enemies from using Special Skill on the caster’s allies for 3 turns. This effect can’t be dispelled.', ' - The caster counterattacks with 105% of the damage received for 3 turns.', 'x3 Mana Charge:', ' - Boosts health of caster by 540. Boosted health can exceed max HP.', ' - The caster gets Taunt that prevents enemies from using Special Skill on the caster’s allies for 4 turns. This effect can’t be dispelled.', ' - The caster counterattacks with 133% of the damage received for 3 turns.']",0,"['Healer', 'Taunt', 'Counterattack']",Ninja,"['Bonus for 1/2/3 Unique Heroes:', '5%/10%/15% chance to dodge normal attacks and Special Skills', '5%/10%/15% chance to counterattack with 60%/90%/120% of the damage received.']",Ninja,https://i.imgur.com/TgO9p2o.jpg,0,,0,0,0.0,133,50,0,0,Shadow Monk of 999 Swords,,433.0,Ice,5,Ninja Tower,Ninja Family,2023-01-11T07:00:00,Monk,Charge,Standing Fortress,,,,,,Heal Increase,739,891,1666,866,796.0,961.0,1795.0,923.0,911.0,1099.0,2054.0,1039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fergus,blue,5,Monk,Slow,1132,1062,1178,2187,Keep the Peace,"['Reduces the mana of the enemy with the most mana by 70%. Reduces the mana of all other enemies by 40%.', 'All enemies get -30% mana generation for 6 turns. (Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.)', 'Summnos a Sword Guard Mega Minion with 35% HP and 300% attack inherited from the caster.', 'The target hit by the Sword Guard Mega Minion recieves 414 Bleed damage over 3 turns. This effect spreads to nearby enemies.']","['Mana on Status Ailment Received: This character gains 5% mana when they receive a status ailment or negative stack.', 'Resist Mana reduction: This character has an innate resistance against mana Reduction.', 'Guard Rally: Every 4 turns, removes all Wither effects from all allies.']","['Mana reducer', 'Mana Generation Debuff', 'Sword Guard Mega Minion']",goblinvillage,"['Bonus for 1 / 2 / 3 Heroes:', 'At the start of the battle, summons a Recruit Guard Mega Minion with 20% / 25% / 30% HP and 100% / 120% / 140% attack inherited from this character.']",garrisonguard,https://i.imgur.com/kA2zCy1.jpg,0,414 Bleed damage over 3 turns.,414,3,138.0,300,35,-30,-30,Unflappable Constable,,379.0,Ice,5,Goblin Village,Garrison Guard Family,2024-12-09T07:00:00,Monk,Slow,Keep the Peace,Guard Rally,Resist Mana Reduction,Mana on Status Ailment Received,,,Defense Up,1062,1178,2187,1132,1145.0,1269.0,2357.0,1211.0,1310.0,1452.0,2697.0,1367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skarn,blue,5,Rogue,Very Fast,1083,1097,1030,2043,Searing Frost,"['Deals 185% damage to all enemies.', 'All enemies get -30% defense against Ice for 3 turns.', 'All enemies receive 378 Frost damage over 3 turns.']","['Resist Special Skill Blocking: This character has innate resistance against status ailments that block Special Skill.', 'Corrosive Core: The Construct Core of this character is Corrosive Core. The Corrosive Core activates each time this character’s Special Skill is cast: * All enemies receive Corrosive Poison for 3 turns. With a fully charged Corrosive Core, the Corrosive Poison deals 153 Poison damage and lowers the target’s mana generation by -13% each turn. Deals extra damage against heroes with Minions or a Mega Minion. * The poison damage is scaled by the amount of charge in the Core. All charge is exhausted when the Core is activated.']","['Hit All', 'Defense debuff', 'DoT']",Covenant,"['Members of this family have a Construct Core:', '* The Construct Core is charged each time this character receives damage from normal attacks or Special Skills.']",construct,https://i.imgur.com/jl8sclm.jpg,0,378 Frost damage over 3 turns.,378,3,126.0,185,185,-30,-30,Balefrost Construct,,357.0,Ice,5,Covenant Summon,Construct Family,2024-08-09T07:00:00,Rogue,Very Fast,Searing Frost,Corrosive Core,Resist Special Skill Blocking,,,,Special Boost,1097,1030,2043,1083,1183.0,1110.0,2202.0,1158.0,1353.0,1270.0,2519.0,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegir,blue,5,Paladin,Average,768,615,805,1446,Icy Resilience,"['All allies become Soul Connected for 4 turns. Soul Connected allies share received damage.', 'All allies get +35% defense for 4 turns.', 'All allies heal 100% of dealt normal damage for 4 turns.', ""Element Link recovers 4% health for all Ice allies for 6 turns. This effect can't be cleansed.""]",0,"['Healer', 'Tank', 'Defense Buff', 'Ally Damage Share']",Hotm,"['Bonus for 1/2/3:', '+10%/+15%/+20% defense.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2018,https://i.imgur.com/BzRTcqJ.jpg,0,,0,0,0.0,100,4,35,35,Frozen Highlander,0.0,401.0,Ice,5,Legends 2018,Legends 2018 Family,2018-10-01T00:00:00,Paladin,Average,Icy Resilience,,,,,,Special Armor,615,805,1446,768,663.0,868.0,1558.0,818.0,759.0,993.0,1783.0,918.0,5%,787.0,1014.0,2096.0,977.0,848.0,1093.0,2259.0,1044.0,971.0,1251.0,2585.0,1177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegir C,blue,5,Monk,Average,978,811,970,2128,Glacial Resilience,"['All allies become Soul Connected for 4 turns. Soul Connected allies share received damage.', 'All allies get +30% defense, and a further 5% increase every time they are hit during 4 turns.', 'All allies regenerate 732 HP over 4 turns.', 'Element Link recovers 4% health for all Ice allies for 6 turns. This effect can’t be dispelled.']","['Cleanse on Special: When this character casts their Special Skill, they  cleanse the newest status ailment from all allies.']","['Share Damage', 'Defense Buff', 'Healer']",Hotm,"['Bonus for 1/2/3:', '+10%/+15%/+20% defense.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2018,https://i.imgur.com/JN0Ddwo.jpg,1,,0,0,0.0,5,4,30,30,Frozen Farmer,1.0,402.0,Ice,5,Legends 2018,Legends 2018 Family,2023-01-23T07:00:00,Monk,Average,Glacial Resilience,,,,Cleanse on Special Skill,,Ailment Immunity,634,770,1468,768,683.0,830.0,1582.0,817.0,782.0,949.0,1811.0,917.0,5%,811.0,970.0,2128.0,978.0,874.0,1045.0,2293.0,1044.0,1000.0,1195.0,2625.0,1177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremor,blue,5,Wizard,Fast,948,896,953,1738,Protective Stance,"['All allies recover 500 health after 3 turns. If this effect is removed before the duration ends, recovers 800 health instead.', 'The caster deals 500 damage to all enemies after 3 turns. If this effect is removed or replaced before the duration ends, deals 800 damage instead.', 'Stack (Max: 10): The caster gets +15% attack against the weaker element.']","[""Damage over time on special: When this character casts their Special Skill, they give a Hunter's Mark on a random enemy. The target receives 150 damage over 3 turns. If a target already has this effect, the duration will be refreshed and the damage will be increased by 150, up to 1500 damage in total."", ""Hunter's vigor: When this character casts their Special Skill, they get +20% attack for 3 turns. This effect can be active in addition to other effects that alter attack.""]","['Heal All', 'Hit All', 'Stack']",Kalevala,"['Bonus for 2/3/4/5 Heroes:', '+5%/+10%/+15%/+20% HP.', 'Event Bonus: Heroes belonging to the Jungle Hunter family receive the following perks on Monster Island: * +20% attack, +20% defense, +20% health * 50% less permanent damage taken. * Stack (Max 10): When this character casts their Special Skill, all enemies get -3% defense.']",JungleHunter,https://i.imgur.com/zlwhqDy.jpg,0,,0,0,0.0,0,0,15,15,Baboon Swordmaster,,427.0,Ice,5,Monster Island,Jungle Hunter Family,2023-07-27T07:00:00,Wizard,Fast,Protective Stance,Damage Over Time on Special,Hunter's Vigor,,,,Defense Up,896,953,1738,948,965.0,1027.0,1873.0,1012.0,1104.0,1176.0,2143.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistra,blue,5,Druid,Slow,1042,999,1102,1854,Cut Down the Competition,"['Deals 350% damage to all enemies.', 'If the target is Average mana speed, deals an additional 50% damage.', 'If the target is Fast mana speed, deals an additional 100% damage.', 'If the target is Very Fast mana speed, deals an additional 150% damage. (In Rush Attack tournaments and wars enemies are considered as Very Fast mana speed. All monsters are considered as Average mana speed.', 'Heals all allies for 10% of damage dealt.']","['Mana Buff on Status Ailment Received: The character with this skill receives +24% mana generation for 3 turns when they receive any status ailment or a negative stack.', 'Damage on Enemy Special: If a target is Average mana speed or faster casts a Special Skill, all enemies receive 100 damage. This effect can activate only once per turn.', 'Resist Attack Ailments: This character has innate resistance against status ailments that affect attack.']","['Hit All', 'Healer']",tavernoflegends,"['Bonus for 1/2/3 Unique Heroes:', '* +35% / +50% / +65% attack.']",champions,https://i.imgur.com/NaHaaPY.jpg,0,,0,0,0.0,350,10,0,0,Discus Throw Champion,,345.0,Ice,5,Champions,Champions Family,2024-05-03T07:00:00,Druid,Slow,Cut Down the Competition,Resist Attack Ailments,Damage on Enemy Special,Mana Buff on Status Ailment Received,,,Defense Up,999,1102,1854,1042,1076.0,1187.0,1998.0,1113.0,1231.0,1358.0,2286.0,1256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Pengi,blue,5,Druid,Fast,821,803,780,1404,Herring Blaster,"['Deals 450% damage to the target.', 'Deals an additional 130% damage to as many random enemies as there are Minions owned by allies. The damage is reduced on each consecutive hit.', 'All hit targets receive 132 Frost damage.', 'Summons an Elf Minion for the caster and nearby allies with 10% HP and 10% attack inheried from the caster.']",0,"['Hit 1', 'Hit Random', 'DoT', 'Summoner 3']",Christmas,"['Bonus for 2/3 Unique Heroes:', '+2%/ +3% health for Minions inherited from their summoner.', '+5%/+10% attack for Minions inherited from their summoner.', ""The members of this family have additional perks in the Santa's Challenge event.""]",Christmas,https://i.imgur.com/BbxUIy4.jpg,0,,0,0,0.0,450,10,0,0,Captain of Santa's Guards,0.0,349.0,Ice,5,Santa's Challenge,Winter Family,2021-12-01T07:00:00,Druid,Fast,Herring Blaster,,,,,,Defense Up,803,780,1404,821,865.0,841.0,1514.0,875.0,990.0,962.0,1732.0,983.0,5%,1084.0,1053.0,1895.0,1064.0,1167.0,1135.0,2043.0,1137.0,1336.0,1298.0,2338.0,1283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Pengi C,blue,5,Rogue,Fast,1064,1084,1053,1895,Herring Surprise,"['Deals 400% damage to the target.', 'Deals an additional 160% damage to as many random enemies as there are Minions owned by allies. The damage is reduced on each consecutive hit.', 'All hit targets receive 225 Frost damage over 3 turns.', 'Summons an Elf minion for the caster and nearby allies with 10% HP and 10% attack inherited from the caster.']",0,"['Hit 1', 'Hit random', 'DoT', 'Summoner 3']",Christmas,"['Bonus for 2/3 Unique Heroes:', '+2%/ +3% health for Minions inherited from their summoner.', '+5%/+10% attack for Minions inherited from their summoner.', ""The members of this family have additional perks in the Santa's Challenge event.""]",Christmas,https://i.imgur.com/kNrkptI.jpg,1,225 Frost damage over 3 turns.,225,3,75.0,400,10,0,0,Captain of Snowboard Team,1.0,350.0,Ice,5,Santa's Challenge,Winter Family,2024-12-01T07:00:00,Rogue,Fast,Herring Surprise,,,,,,Attack Up,803,780,1404,821,865.0,841.0,1514.0,875.0,990.0,962.0,1732.0,983.0,5%,1084.0,1053.0,1895.0,1064.0,1167.0,1135.0,2043.0,1137.0,1336.0,1298.0,2338.0,1283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slimgo,blue,5,Rogue,Fast,1111,1174,1130,1854,Throwing Daggers,"['Deals 260% damage to all enemies.', 'All enemies receive 471 Water damage over 3 turns.', 'All enemies get -30% mana generation for 3 turns. (Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.)']","['Slime Minion Upon Defeat: When the hero is defeated it summons Slime Mega Minions to nearby allies with 50% HP and 40% attack inherited from the defeated hero.', 'Slime Minion Split: If hero loses more than 25% of max health at once-> Summon a Slime Mega Minion on itself with 50% HP and 40% attack.']","['Hit All', 'DoT All', 'Mana generation debuff']",superelemental,"['Bonus for 1 / 2 / 3 Heroes:', '* Mega Minions, Minions and Fiends summoned by allies get +10% / +15% / +20% attack based on the numbers of Slime Family Heroes in the team.']",Slime,https://i.imgur.com/TOPTa45.jpg,0,471 Water damage over 3 turns.,471,3,157.0,260,260,-30,-30,Sneaky Rogue Slime,,482.0,Ice,5,Contest of Elements,Slime Family,2024-10-30T07:00:00,Rogue,Fast,Throwing Daggers,Slime Minion Split,Slime Minion upon Defeat,,,,Attack Up,1174,1130,1854,1111,1265.0,1218.0,1998.0,1188.0,1447.0,1394.0,2286.0,1341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hrothgar,blue,5,Paladin,Average,1123,1233,1032,1989,The King’s Feast,"['Deals 310% damage to all enemies.', 'Reduces the mana of all enemies by 20%.', 'All enemies get -24% mana generation for 4 turns. (Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.)', 'Status Effect Generator: At the start of the next 4 turns, this character  gives a random ally +70% attack and +50% defense for 5 turns. This effect cannot be dispelled.']","['Perfect Accuracy: This character’s Special Skill never misses its targets.', 'Heal when Status Ailment Exires or Is Cleared: This character’s receives 10% health each time a status ailment expires or is cleansed, removed or reallocated from them. This effect can activate only once per turn.', 'Stacking Attack on Damage Received: When this character receives direct Special Skill damage, gain 25% attack Stack (max: 10). One Stack can be gained per turn.']","['Hit All', 'Mana Reduction', 'Mana generation debuff', 'Status Effect Generator']",blackfriday,"['Bonus for 1 / 2 Heroes:', ""* 75% / 100% chance to cleanse a random cleansable status ailment from all allies when this character receives damage from an enemy's Special Skill. This effect can activate only once per turn.""]",beowulf,https://i.imgur.com/RbbKSQ5.jpg,0,,0,0,0.0,310,20,70,-24,Master of the Mead-Hall,,339.0,Ice,5,Black Friday Summon,Beowulf Family,2024-11-25T07:00:00,Paladin,Average,The King's Feast,Stacking Attack on Damage Received,Heal when Status Ailment Expires Or Is Cleared,Perfect Accuracy,,,Attack Up,1233,1032,1989,1123,1329.0,1112.0,2144.0,1201.0,1521.0,1272.0,2453.0,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardian Lemur,blue,3,Fighter,Average,481,455,491,853,Guardian Armor,"['Recovers 32% health for all allies.', 'All allies get +94% defense against Nature for 4 turns.']",0,['Heal all'],Teltoc,"['Bonus for 2/3/4/5 Unique Heroes:', '+5%/+10%/+15%/+20% defense', '+4%/ +6%/ +9%/+13% healing', 'The members of this family have additional perks in the Challenge Festival events.']",Guardian,https://i.imgur.com/XPlmtwO.jpg,0,,0,0,0.0,32,32,94,94,Mender of Teltoc,,1146.0,Ice,3,Challenge Festival I,Guardian Family,2021-12-15T07:00:00,Fighter,Average,Guardian Armor,,,,,,Defense Up,455,491,853,481,516.0,557.0,967.0,536.0,637.0,688.0,1195.0,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar,blue,3,Paladin,Slow,441,387,533,656,Spirit Link,"['All allies become Soul Connected for 5 turns. Soul Connected allies share received damage.', 'All allies get +63% defense for 5 turns']",0,"['Ally Damage Share', 'Defense Buff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/ra4Iv0M.jpg,0,,0,0,0.0,0,0,63,63,Protector Knight,0.0,1161.0,Ice,3,Classic,Classic Family,,Paladin,Slow,Spirit Link,,,,,,Special Armor,387,533,656,441,439.0,604.0,744.0,491.0,542.0,747.0,920.0,592.0,5%,414.0,570.0,721.0,470.0,469.0,646.0,818.0,524.0,579.0,799.0,1012.0,633.0,5%,445.0,612.0,787.0,502.0,504.0,694.0,892.0,560.0,623.0,859.0,1104.0,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar C,blue,3,Druid,Slow,464,415,544,729,Steel Link,"['All enemies become Soul Connected for 5 turns. Soul Connected enemies share received damage.', 'All enemies get -44% defense for 5 turns.']",0,"['Enemy Damage Share', 'Defense Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/MxDScRN.jpg,1,,0,0,0.0,0,0,-44,-44,Brave Blacksmith,1.0,1162.0,Ice,3,Classic,Classic Family,2020-01-01T07:00:00,Druid,Slow,Steel Link,,,,,,Defense Up,396,519,663,441,449.0,589.0,752.0,492.0,554.0,727.0,929.0,592.0,5%,423.0,555.0,729.0,470.0,480.0,630.0,827.0,525.0,592.0,777.0,1021.0,632.0,5%,455.0,596.0,795.0,502.0,516.0,677.0,902.0,561.0,637.0,836.0,1114.0,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar C2,blue,3,Paladin,Slow,503,499,533,817,Toon Link,"['All allies become Soul Connected for 5 turns. Soul Connected allies share received damage. This status effect is undispellable and lasts 2 turns longer on Ice characters.', 'All allies get +51% defense for 5 turns. This status effect is undispellable and lasts 2 turns longer on Ice characters.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Ally Damage Share', 'Defense Buff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/F5oS2LZ.jpg,2,,0,0,0.0,0,0,51,51,Toon Knight,2.0,1163.0,Ice,3,Classic,Classic Family,2024-09-08T07:00:00,Paladin,Slow,Toon Link,Toon,,,,,Special Armor,434,464,681,442,492.0,525.0,772.0,492.0,608.0,649.0,954.0,593.0,5%,464.0,496.0,749.0,471.0,526.0,561.0,849.0,525.0,650.0,694.0,1049.0,633.0,5%,499.0,533.0,817.0,503.0,565.0,603.0,926.0,561.0,699.0,746.0,1144.0,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vodnik,blue,3,Paladin,Fast,455,439,429,834,Trident Lunge,"['Deals 280% damage to the target', 'The more mana the enemies have, the more damage they will receive, up to 400%.']",0,['Hit 1'],Pirates,"['Bonus for 2 / 3 / 4 / 5 Heroes:', ' +3% / +6% / +10% / +15% attack.', ' +2% / +4% / +7% / +12% mana generation.']",Pirate,https://i.imgur.com/aLr0hqV.jpg,0,,0,0,0.0,400,280,0,0,Fisherman of Corellia,,1160.0,Ice,3,Challenge Festival I,Pirate Family,,Paladin,Fast,Trident Lunge,,,,,,Rage,439,429,834,455,498.0,486.0,945.0,507.0,615.0,601.0,1168.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planchet,blue,3,Fighter,Fast,486,517,453,811,Piercing Practice Slash,"['Destroys all Minions from the target.', 'Deals 385% damage to the target.', 'The caster regenerates 243 HP over 3 turns.']","['When this character receives damage from Special Skills or in place of a character in Cover, there’s a 60% chance of deal 20% of the received damage on all enemies.']","['Minion Destroyer', 'Hit 1', 'Healer']",Musketeer,"['Bonus for 1/2/3 Heroes:', '50%/75%/100% chance to give Cover to a random ally for 3 turns when this character casts their Special Skill.', 'While in Cover, the ally takes no damage from Special Skill attacks or normal attacks. This character takes 60% / 50% / 40% of the damage that would by received by the character in Cover.', 'This effect can’t be dispelled, but ends when this character is defeated. Characters can only give cover to one ally at a time.', 'The members of this family have additional perks in the Brave Musketeers event.']",Musketeer,https://i.imgur.com/Hw45iGe.jpg,0,,0,0,0.0,385,385,0,0,Valiant Valet,,1150.0,Ice,3,Brave Musketeers,Musketeer Family,2023-03-08T07:00:00,Fighter,Fast,Piercing Practice Slash,Damage on Special Skill and Cover Damage,,,,,Special Boost,517,453,811,486,587.0,514.0,919.0,543.0,725.0,635.0,1136.0,655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordri,blue,3,Barbarian,Average,464,488,406,818,Frosty Axes,"['Deals 245% damage to the target and minor damage to nearby enemies', 'The target and nearby enemies get -54% defense against Ice for 4 turns']",0,"['Hit 3', 'Elemental Defense Debuff']",Season3,"['Bonus for 1/2/3 Unique Heroes:', 'All allies get an Ice Giant minion with 6%/10%/14% HP and 10%/12%/16% attack inherited from the caster when a Jotunheim Hero dies.']",Jotunheim,https://i.imgur.com/35qzhpx.jpg,0,,0,0,0.0,245,245,-54,-54,Ice Dwarf of Jotunheim,0.0,1166.0,Ice,3,Season III,Jotunheim Realm,,Barbarian,Average,Frosty Axes,,,,,,Rage,488,406,818,464,553.0,460.0,927.0,517.0,683.0,569.0,1146.0,623.0,1%,502.0,418.0,867.0,479.0,569.0,473.0,982.0,534.0,703.0,586.0,1214.0,645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordri C,blue,3,Monk,Average,479,477,432,902,Icy Axes,"['Deals 230% damage to the target and nearby enemies.', 'All enemies get -54% defense against Ice for 3 turns.  Against Fire characters, this status effect becomes uncleansable and lasts 2 turns longer.']",0,"['Hit 3', 'Elemental Defense Debuff']",Season3,"['Bonus for 1/2/3 Unique Heroes:', 'All allies get an Ice Giant minion with 6%/10%/14% HP and 10%/12%/16% attack inherited from the caster when a Jotunheim Hero dies.']",Jotunheim,https://i.imgur.com/rQEdas3.jpg,1,,0,0,0.0,230,230,-54,-54,Explorer Dwarf of Jotunheim,1.0,1167.0,Ice,3,Season III,Jotunheim Realm,2023-04-10T07:00:00,Monk,Average,Icy Axes,,,,,,Counterattack,464,420,851,464,525.0,476.0,965.0,517.0,649.0,589.0,1192.0,623.0,1%,477.0,432.0,902.0,479.0,540.0,490.0,1022.0,534.0,668.0,606.0,1263.0,645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graymane,blue,3,Sorcerer,Average,441,467,368,789,Wolf Bite,"['Deals 225% damage to the target', 'Heals the caster for 50% of damage dealt']",0,"['Hit 1', 'Self Heal']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/QFfHzlB.jpg,0,,0,0,0.0,225,50,0,0,The Ferocious,0.0,1151.0,Ice,3,Classic,Classic Family,,Sorcerer,Average,Wolf Bite,,,,,,Special Boost,467,368,789,441,529.0,417.0,894.0,492.0,654.0,516.0,1105.0,593.0,5%,499.0,393.0,867.0,471.0,566.0,446.0,983.0,525.0,699.0,552.0,1215.0,634.0,5%,537.0,423.0,946.0,503.0,608.0,479.0,1072.0,562.0,752.0,593.0,1326.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Graymane C,blue,3,Barbarian,Average,465,457,411,896,Racoon Bite,"['Deals 235% damage to the target', ""The caster is immune to new status ailments for 3 turns.  This effect can't be dispelled"", 'The caster gets +50% attack for 3 turns.']",0,['Hit 1'],Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/zH4VZaJ.jpg,1,,0,0,0.0,235,235,50,50,Garlic Thief,1.0,1152.0,Ice,3,Classic,Classic Family,2021-01-18T07:00:00,Barbarian,Average,Raccoon Bite,,,,,,Dodge,436,392,815,441,494.0,445.0,923.0,491.0,610.0,550.0,1141.0,592.0,5%,466.0,419.0,896.0,470.0,528.0,476.0,1015.0,525.0,652.0,588.0,1255.0,633.0,5%,501.0,450.0,978.0,503.0,568.0,511.0,1107.0,561.0,701.0,632.0,1369.0,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,
