name,color,star,class,speed,power,attack,defense,health,skill,effects,passives,types,source,family_bonus,family,image,costume_id,dot_string,total_dot_damage,n_turns,dot_damage_per_turn,max_special_percent,min_special_percent,max_special_stat_percent,min_special_stat_percent
Bane C3,yellow,3,Monk,Fast,511,562,457,868,Glass Slam,"['Deals 315% damage to the target.', 'The attack bypasses defensive buffs. (This includes counterattacks.)', 'The target gets -32% accuracy for 4 turns.']",['Glass: 60% extra chance to reflect status ailments back to the attacker.'],"['Hit 1', 'Bypass', 'Blind 1']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://imgur.com/GXkDkIq.jpg,3,,0,0,0.0,315,315,-32,-32
Kailani Glass Costume,yellow,3,Cleric,Slow,514,485,548,902,Glass Link,"['All allies become Soul Connected for 5 turns. Soul Connected allies share received damage.', 'All allies get +59% defense for 5 turns.', 'All Holy allies reflect status ailments and negative stacks for 2 turns. (Status effect cast by characters, Minions and Fiends on the same side cannot be reflected.)']",['Glass: 60% extra chance to reflect status ailments back to the attacker.'],"['Ally Damage Share', 'Defense Buff All', 'Reflect Ailments for Holy Allies', 'Reflect Stacks for Holy Allies']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/jRBcqpn.jpg,0,,0,0,0.0,0,0,59,59
Kvasir,yellow,3,Druid,Fast,461,429,424,915,Bee Bravado,"['Summons a Bee Minion for each ally. The Bee Minion inherits 15% HP and 17% attack from the caster.', 'Each hit from a Bee Minion gives the target the following status ailments:', ' * The target receives 14 Poison damage over 2 turns.', ' * The target can’t receive new Minions for 4 turns.']",0,"['Summoner', 'Dot 1']",season3,"['Bonus for 1/2/3 Unique Heroes:', 'All allies are healed by 2%/4%/7% when an Alfheim Hero reaches low health. This effect can activate only once per turn.']",alfheim,https://i.imgur.com/iXRJ2NZ.jpg,0,14 Poison damage over 2 turns.,14,2,7.0,17,15,0,0
Kvasir C,yellow,3,Paladin,Fast,477,429,443,986,Bee Bombast,"['Summons a Bee Minion for each ally. The Bee Minion inherits 18% HP and 15% attack from the caster.', 'Each hit from the Bee Minion gives the target the following status ailments:', ' * The target receives 48 Poison damage over 3 turns.', ' * The target is immune to new status effects buffs for 2 turns.']",0,['Summoner'],season3,"['Bonus for 1/2/3 Unique Heroes:', 'All allies are healed by 2%/4%/7% when an Alfheim Hero reaches low health. This effect can activate only once per turn.']",alfheim,https://i.imgur.com/3EEFeIL.jpg,1,48 Poison damage over 3 turns.,48,3,16.0,18,15,0,0
Paeia,yellow,3,Cleric,Very Slow,489,432,533,884,Owl’s Blessing,"['All allies get a Moonrise Ward for 6 turns, that reduces the incoming Special Skill damage by -320. Reduces damage by additional 20% when attacker is Holy.', 'All allies get +24% attack for 6 turns.', 'All allies get +24% mana generation for 6 turns.']",['Reduce Mana Gain from Special Skills: Reduces the amount of mana increased by Special Skill by -80%. The effect applies to all enemies in the battle.'],"['Damage from SS reducer', 'Attack Buff', 'Mana generation Buff']",owltower,"['Bonus for 1/2/3 Unique Heroes:', '* All received mana status ailments will be replaced by a +11% / +31% / +39% mana generation buff for 3 turns.']",owl,https://i.imgur.com/R9551ZQ.jpg,0,,0,0,0.0,20,20,24,24
Dawa,yellow,3,Rogue,Average,440,488,391,679,Leaping Attack,['Deals 210% damage to the target and minor damage to nearby enemies.'],0,['Hit 3'],season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/p1FG8Av.jpg,0,,0,0,0.0,210,210,0,0
Dawa C,yellow,3,Barbarian,Average,463,527,423,684,Pounding Attack,"['Deals 200% damage to the target.', 'Deals 230% damage to a random different enemy. Deals extra damage to the target if the target is Dark.']",0,"['Hit 1', 'Hit Random 1']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/4JD88JW.jpg,1,,0,0,0.0,230,200,0,0
Dawa C2,yellow,3,Rogue,Average,502,537,512,760,Toon Attack,"['Deals 240% damage to the target and minor to nearby enemies.', 'Deals extra damage against Dark.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']",['Hit 3'],season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/O05gU50.jpg,2,,0,0,0.0,240,240,0,0
Dawa C3,yellow,3,Rogue,Average,511,556,515,768,Glass Attack,"['Deals 250% damage to the target and minor damage to nearby enemies.', 'The attack bypasses defensive buffs. (This includes counterattacks.)']",['Glass: 60% extra chance to reflect status ailments back to the attacker.'],"['Hit 3', 'Bypass']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://imgur.com/rW9GnU7.jpg,3,,0,0,0.0,250,250,0,0
Rustbeak,yellow,3,Druid,Average,495,495,509,823,Swooping Support,"['The caster and nearby allies regenerate 429 HP over 3 turns.', 'The caster and nearby allies get +45% chance to dodge attacks and Special skills for 3 turns.', 'The caster and nearby allies get +45% critical chance for 3 turns.']","['Resist Special Skill Blocking: This character has innate resistance against status ailments that block Special Skill.', 'Repair Core: The Construct Core of this character is Repair Core.', 'The Repair Core activates each time this character’s Special Skill is cast:', '* With fully charged Repair Core, boosts the health of all allies by 25%.', '* The healing is scaled by the amount of charge in the Core. All charge is exchausted when the Core is activated.']","['HoT 3', 'Dodge 3', 'Critical chance buff 3']",covenant,"['Members of this family have a Construct Core:', '* The Construct Core is charged each time this character receives damage from normal attacks or Special Skills.']",construct,https://i.imgur.com/OFz97hb.jpg,0,,0,0,0.0,0,0,45,45
Candy,yellow,3,Cleric,Average,477,465,488,809,Whimsical Aid,"['Heals all allies who have less than 50% HP left to 50% health.', 'All allies regenerate 261 HP over 3 turns.']",0,"['Heal all', 'HOT all']",starfall,"['Bonus for 1/2/3 Heroes:', ""50%/75%/100% chance to cleanse the Hero's most recent cleansable status ailment at the end of each turn."", 'The members of this family have additional perks in the Challenge Festival events.']",starfall,https://i.imgur.com/JMKpOq5.jpg,0,,0,0,0.0,50,50,0,0
Gan Ju Glass Costume,yellow,3,Monk,Fast,516,552,425,995,Glass Chop,"['Deals 310% damage to the target.', 'The attack bypasses defensive buffs. (This includes counterattacks.)', 'Reduces the mana of the target by 23%.']",['Glass: 60% extra chance to reflect status ailments back to the attacker.'],"['Hit 1', 'Bypass', 'Mana Reduction 1']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/yqqbcRa.jpg,0,,0,0,0.0,310,23,0,0
Voluptas,yellow,4,Druid,Average,686,650,643,1387,Flat Cake for Sweethearts,"['Destroys all Fiends from the caster and nearby allies.', 'Recovers 40% health for the caster and nearby allies.']",['Resist Special Skill Blocking: This character has innate resistance against status ailments that block Special Skills.'],"['Fiend Destroyer 3', 'Healer 3']",love,"['Cupid Family supports other families and realms', 'Solo Heroes get +20% increase for any healing received. Team members are Solo Heroes if they have no family or realm members in the Team.', 'The members of this family have additional perks in the Season of Love event.']",cupid,https://i.imgur.com/FUJWm4U.jpg,0,,0,0,0.0,40,40,0,0
D'Andre,yellow,4,Paladin,Average,676,629,637,1381,Vitalizing Spectacle,"['Recovers 35% health for all allies.', 'All allies with a cleansable status ailment that affects defense get +50% defense for 3 turns.', 'All allies get +24% mana generation for 3 turns.']",0,"['Healer', 'Mana generation buff']",starfall,"['Bonus for 1/2/3 Heroes:', ""50%/75%/100% chance to cleanse the Hero's most recent cleansable status ailment at the end of each turn."", 'The members of this family have additional perks in the Challenge Festival events.']",starfall,https://i.imgur.com/XnqMU7V.jpg,0,,0,0,0.0,35,35,50,24
Li Xiu Glass Costume,yellow,4,Monk,Average,755,803,742,1300,Slash of Glass Blades,"['Deals 190% damage to all enemies.', 'The attack bypasses defensive buffs. (This includes counterattacks.)', 'Reduces the mana of all enemies by 18%.']",['Glass: 60% extra chance to reflect status ailments back to the attacker.'],"['Hit All', 'Bypass', 'Mana Reduction All']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/uvZCfR2.jpg,0,,0,0,0.0,190,18,0,0
Waddles,yellow,4,Fighter,Fast,684,626,699,1317,Spear of Loyalty,"['Deals 365% damage to the target.', 'The target automatically casts Shifting Mindless Attack on a random ally when mana is full at the start of a turn during 3 turns. When this effect is triggered, it shifts to the hit ally, and the duration is refreshed.']","['When a Minion is summoned to any ally, this character gains 5% health and 5% mana. This effect can activate only once per turn.', 'When a Fiend is summoned to any enemy, this character deals 85% damage to all enemies. This effect can activate only once per turn.']","['Hit 1', 'Mindless Attack']",pets,"['Bonus for 1/2/3 Heroes:', 'Fiends for this Hero absorb -2%/-3%/-4% less max health.', 'Fiends for this Hero inherit -2%/-3%/-4% less attack.', 'Minions for this Hero inherit +2%/+3%/+4% extra attack.', 'Minions for this Hero inherit +2%/+3%/+4% extra health.', 'The members of this family have additional perks in the Challenge Festival events.']",pets,https://i.imgur.com/acvvh6o.jpg,0,,0,0,0.0,365,365,0,0
Danzaburo,yellow,4,Rogue,Average,652,622,637,1224,Trickster's Gambit,"['Perform a trick for a special effect:', 'Swords: ', ' * Deals 255% damage to all enemies.', ' * All enemies get -54% accuracy for 3 turns and chance to miss also applies to offensive Special Skills.', 'Bottle: ', ' * All allies get +24% mana generation for 4 turns.', ' * All allies get +63% defense for 4 turns.', 'Freeze:', ' * The caster can’t gain mana for 2 turns.', ' * This effect can’t be cleansed.']",0,['Gambler'],season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+3%/+6%/+9%/+11/+13% mana generation']",sakura,https://i.imgur.com/jP1BF2A.jpg,0,,0,0,0.0,255,255,63,-54
Danzaburo C,yellow,4,Sorcerer,Average,674,609,667,1351,Amazing Deals,"['Sell junk for a specific effect:', 'Dull Swords', ' * Deals 270% damage to all enemies.', ' * All enemies get -39% attack for 3 turns.', 'Questionable Snake Oil', ' * All enemies get -24% mana generation for 3 turns.', ' * All enemies get -44% defense for 3 turns.', 'Clearance Sale', ' * Increases the mana of all allies except the caster’s by 3%.', ' * The caster can’t gain mana for 2 turns. This effect can’t be cleansed.']",0,['Gambler'],season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+3%/+6%/+9%/+11/+13% mana generation']",sakura,https://i.imgur.com/HppFUSU.jpg,1,,0,0,0.0,270,3,-24,-44
Zione,yellow,4,Cleric,Average,688,680,690,1234,Express Delivery,"['Alters the power of all Holy shields on the board. When an attacking Hero casts the special, the shields become enhanced and give +30% more mana. When a defending casts the special, the shields become weakened and give -23% less mana.', 'All allies get +35% attack for 4 turns. For all Holy characters, the status effect becomes undispellable and last 2 turns longer.']","['Troop Mastery:', 'Passive Skill as attacking character: This hero’s Troops deal extra  elemental damage against weaker element.', ' - Dealt extra elemental damage: +100%', 'Passive Skill as defending character: This hero receives less elemental  damage from Troops of stronger element.', ' - Received elemental damage: -10%']","['Board Alterer', 'Attack buff']",superelemental,"['One or more shields are enhanced to Power Gems each turn.', 'The amount is the same as <<Hero element>> heroes in the team. 5 Power Gems per element can be on the board at the same time.', 'The Power Gem deals 20/15/10 (5*/4*/3*) damage to a random enemy each turn until it is matched. When Power Gems are matched, they deal 10 damage to all enemies.']",superelemental,https://i.imgur.com/b0f7111.jpg,0,,0,0,0.0,0,0,35,-23
Bellerive,yellow,4,Rogue,Average,682,699,631,1260,Sanction for Heresy,"['Deals 420% damage to the target.', 'If the target dies, the excess damage is dealt to each nearby enemy.']","['Gargoyle’s Stoneskin: Every time this Gargoyle casts a Special Skill, their Stoneskin hardens. The next 4 times they receive damage, it is dropped to 1. This effect can’t be dispelled.']","['Hit 1', 'Chain']",gargoyle,"['Bonus for 1/2/3/ Unique Heroes:', 'Immune to Poison damage / Immune to Poison and Burn damage / Immune to Poison, Burn and Water damage', 'The members of this family have additional perks in the Return to Sanctuary event.']",gargoyle,https://i.imgur.com/VIPkm6l.jpg,0,,0,0,0.0,420,420,0,0
Holly,yellow,4,Cleric,Slow,684,622,716,1298,Hearty Stew,"['Recovers 20% heath for all allies.', 'Recovers additional 3% health per each Holy shield on the board, up to 44% health in total.', 'Summons an Elf Minion for each ally with 10% HP and 10% attack inherited from the caster.', 'All allies get +14% attack, and a further 5% increase per each Holy shield on the board for 4 turns, up to +54% attack.']",0,"['Healer', 'Summoner', 'Attack Buff']",christmas,"['Bonus for 2/3 Unique Heroes:', '+2%/ +3% health for Minions inherited from their summoner.', '+5%/+10% attack for Minions inherited from their summoner.', ""The members of this family have additional perks in the Santa's Challenge event.""]",christmas,https://i.imgur.com/n6rgqje.jpg,0,,0,0,0.0,44,3,54,14
Chao,yellow,4,Ranger,Fast,642,607,675,1115,Tactical Cut,"['Deals 315% damage to the target', 'Reduces the mana of the target by 25%']",0,"['Hit 1', 'Mana Reduction']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/akseq6D.jpg,0,,0,0,0.0,315,25,0,0
Chao C,yellow,4,Druid,Fast,677,673,680,1189,Ornithological Cut,"['Deals 275% damage to the target.', ""The caster steals generated mana of the target over 4 turns starting low and increasing every turn until on the last turn all the generated mana is stolen. This effect can't be cleansed, but it gets remoed if the caster dies.""]",0,"['Hit 1', 'Mana steal 1']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/iiLBfC1.jpg,1,,0,0,0.0,275,275,0,0
Chao C2,yellow,4,Barbarian,Fast,733,776,706,1279,Cub Leader Cut,"['Deals 275% damage to the target and nearby enemies.', 'The target and nearby enemies get -24% mana generation for 3 turns.']",0,"['Hit 3', 'Mana generation debuff 3']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/AhEe43s.jpg,2,,0,0,0.0,275,275,-24,-24
Chao C3,yellow,4,Ranger,Fast,745,807,703,1295,Toontastic Cut,"['Deals 320% damage to the target.', 'Reduces the mana of the target by -20%.', 'Deals extra damage against Dark.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit 1', 'Mana Reduction 1']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/SdLEIc0.jpg,3,,0,0,0.0,320,320,-20,-20
Gretel,yellow,4,Barbarian,Average,646,703,599,1056,Witch Slayer,"['Deals 175% damage to the target and minor damage to nearby enemies', ""Automatically does 147 damage to the target and consumes 50% mana from the  target when the target's mana is full for 3 turns."", 'The caster gets +74% defense against Special Skills for 3 turns']",0,"['Hit 3', 'Mindless Self Attack']",fables,"['Bonus for 2/3/4/5 Unique Heroes:', '+3%/+6%/+10%/+15% attack', '+5%/+10%/+15%/+20% defense', 'The members of this family have additional perks in the Challenge Festival events.']",grimforest,https://i.imgur.com/cq0lzx6.jpg,0,,0,0,0.0,175,50,74,74
Hu Tao,yellow,4,Fighter,Slow,638,603,631,1183,Sonic Wall,"['Deals 210% damage to all enemies.', 'All enemies get -40% accuracy for 4 turns.', 'Chance to miss also applies to offensive special skills.']",0,"['Hit All', 'Blind All']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/uyASMQ6.jpg,0,,0,0,0.0,210,210,-40,-40
Hu Tao C,yellow,4,Paladin,Slow,674,581,744,1268,Aura Wave,"['Deals 160% damage to all enemies.', 'All enemies get -30% accuracy for 4 turns. Chance to miss also applies to offensive Special SKills.', ""All enemies get -50% decrease for any healing received for 4 turns. This effect can't be cleansed.""]",0,"['Hit All', 'Blind All', 'Healing Debuff All']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/vPJgzTp.jpg,1,,0,0,0.0,160,160,-30,-50
Hu Tao C2,yellow,4,Monk,Slow,729,658,798,1360,Acoustic Surge,"['Deals 200% damage to all enemies.', 'All enemies get -30% accuracy for 4 turns. Chance to miss also applies to offensive Special Skills.', 'All enemies get -24% mana generation for 4 turns.']",0,"['Hit all', 'Blind All', 'Mana Gen Debuff All']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/3xo1OZT.jpg,2,,0,0,0.0,200,200,-24,-30
Hu Tao C3,yellow,4,Fighter,Slow,741,745,718,1394,Toon Wall,"['Deals 240% damage to all enemies.', 'All enemies get -34% accuracy for 4 turns.', 'Deals extra damage against Dark.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit All', 'Blind All']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/J3KLB3K.jpg,3,,0,0,0.0,240,240,-34,-34
Gullinbursti,yellow,4,Druid,Slow,662,607,607,1396,Angry Boar,"['Boosts health of all allies by 400. Boosted health can exceed max HP.', 'The caster get +45% attack, and a further 20% increase every time they or any of their allies are hit during 3 turns. When the effect ends, all enemies receive 176 damage. Each hit on the caster or their allies during the duration increases the damage by 13 to a maximum of 332 damage.']",0,['Health Boost'],season3,"['Bonus for 1/2/3 Unique Heroes:', 'All allies gain 10%/15%/20% mana when an Asgard Hero is defeated']",asgard,https://i.imgur.com/sx7Ooj7.jpg,0,,0,0,0.0,20,20,45,45
Gullinbursti C,yellow,4,Cleric,Slow,685,612,636,1486,Furious Boar,"['All allies regenerate 480 boosted health over 4 turns. Boosted health can exceed max HP.', 'The caster gets +35% attack, and a further 15% increase every time they or any of their allies are hit during 4 turns. When the effect ends, all enemies receive 236 damage. Each hit on the caster or their allies during the duration increases the damage by 15 to a maximum of 416 damage.']",0,['Health boost'],season3,"['Bonus for 1/2/3 Unique Heroes:', 'All allies gain 10%/15%/20% mana when an Asgard Hero is defeated']",asgard,https://i.imgur.com/0fW6S7f.jpg,1,,0,0,0.0,15,15,35,35
Wu Kong Glass Costume,yellow,4,Monk,Average,761,773,798,1303,Glass Stance,"['All allies get +180% attack with -32% accuracy for 5 turns. (Chance to Miss applies to offensive Special Skills.)', 'All Holy allies reflect status ailments and negative stacks for 2 turns. (Status effect cast by characters, Minions and Fiends on the same side cannot be reflected.)']",['Glass: 60% extra chance to reflect status ailments back to the attacker.'],"['Titan Attack Buff', 'Debuff Reflect for Holy Allies']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://imgur.com/JLY9oLh.jpg,0,,0,0,0.0,0,0,180,-32
Gu Dasao,yellow,4,Druid,Average,737,750,722,1345,Intimidating Stance,"['This Special Skill has a chance to deal Critical hits. (The chance of dealing a Critical hit is based on Hero’s overall critical chance when the damage is dealt. Critical hits caused by this Special Skill deal 50% more damage. Critical hits can reduces enemies’ max health on PVP battles. This effect is stronger against boosted health.)', 'Deals 185% damage to the target and minor damage to all other enemies.', 'The caster counterattacks with 70% of the damage received for 4 turns.', 'The caster decreases -5% mana from the attacker on each counterattack for 4 turns. The effect gets diminished for consecutive activations during the same turn.']","['Cleanse on Critical Special Attack: When this character scores a critical hit with their Special Skill, they safely cleanse the latest cleansable status effect from all allies. This effect can activate once per turn.', 'Righteous Rebellion: ', ' * When this character’s Special Skill hits a character that had higher current HP, gain +20% boosted health.', ' * When this character is hit by the Special Skill of a character that had higher current HP, gain +20% mana.', ' * Each of these effects can activate once per turn.', 'Resist Bleed Damage: This character has innate resistance against Bleed.    ']","['Chance of Critical hits', 'Hit All', 'Counterattack 1', 'Mana Reducer on Counterattack']",kingdom,"['Bonus for 1/2/3/ Heroes:', ' * +50%/+60%/+70% Critical Chance.', 'Morale Boost:', 'Heroes belonging to this family as well as Heroes fighting alongside them receive the following perks in War of the Three Kingdoms', ' * +10% attack, +3% defense, +7% health.']",outlaws,https://imgur.com/rTKzhQE.jpg,0,,0,0,0.0,185,50,-5,-5
Li Xiu,yellow,4,Monk,Average,640,616,665,1098,Slash of the Seven Blades,"['Deals 150% damage to all enemies', 'Reduces the mana of enemies by 20%']",0,"['Hit All', 'Mana Reduction']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/flDK18I.jpg,0,,0,0,0.0,150,20,0,0
Li Xiu C,yellow,4,Rogue,Average,675,660,690,1189,Slash of the Seven Daggers,"['Deals 180% damage to all enemies', 'Reduces the mana of all enemies by 10%']",0,"['Hit All', 'Mana Reduction All']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/6LRP9pF.jpg,1,,0,0,0.0,180,10,0,0
Li Xiu C2,yellow,4,Wizard,Average,731,725,752,1299,Slash of the Seven Stilettos,"['Deals 270% damage to the target and nearby enemies.', 'The target and nearby enemies get silenced for 3 turns.']",0,"['Hit 3', 'Silencer 3']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/kSRi1Vn.jpg,2,,0,0,0.0,270,270,0,0
Li Xiu C3,yellow,4,Monk,Average,743,725,780,1332,Slash of Seven Toons,"['Deals 180% damage to all enemies.', 'Reduces the mana of all enemies by 16%.', 'Deals extra damage against Dark.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit All', 'Mana Reduction All']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/9y6lz7h.jpg,3,,0,0,0.0,180,16,0,0
Lady Woolerton,yellow,4,Cleric,Fast,661,626,667,1217,Smooth Treatment,"['Recovers 40% Health for all allies.', ""The caster can't gain mana for 2 turns. This effect can't be cleansed.""]",0,['Healer'],springvale,"['Bonus for 2/3 Unique Heroes:', '+10%/+20% attack', 'The members of this family have additional perks in the Springvale Festival event.']",springvale,https://i.imgur.com/qf9ikj1.jpg,0,,0,0,0.0,40,40,0,0
Aeschere,yellow,4,Wizard,Average,722,709,737,1309,Wise Man’s Counsel,"['Safely dispels 1 buff from all enemies. (The latest buffs are dispelled first.)', 'Source of Buffs: The following effects are cast on a random ally at the start of each turn', ' * +25% mana generation for 3 turns.', ' * +50% increase for all healing received for 3 turns.', ' * The Source of Buffs will activate 4 times. Each attempt to dispel it removes one activation.', 'All allies regenerate 600 HP over 4 turns.']","['Empowered Resist Mana Reductions: This character has innate resistance against mana reduction. They also gain 600 boosted health and 10% mana each time they resist.', 'Mana on Status Ailment Received: This character gains 5% mana when they receive a status ailment or a negative stack.']","['Safe Dispell 1 Buff All', 'Source of Buffs 1', 'HoT All']",beowulf,"['Bonus for 1 / 2 Heroes:', ""* 75% / 100% chance to cleanse a random cleansable status ailment from all allies when this character receives damage from an enemy's Special Skill. This effect can activate only once per turn."", 'The members of this family have additional perks in the Beowulf’s Challenge event.']",beowulf,https://i.imgur.com/b8raA4w.jpg,0,,0,0,0.0,0,0,50,25
